"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Atl1",0.0315217650481588,21.265505639102,5.59040229239356,0.859083272540246,4.0251863444636e-06,0.0180693368951205,0.921341849014715,1.86794166296534e-05,0.0812766849223816
"Lrrc14b",0.984363099439326,1.48378842036202,5.59045705621419,0.321136873314105,0.223198144546114,0.018068772158588,0.510487905243097,0.343248946769752,0.0812766849223816
"AI987944",0.813085872776542,0.938672438894191,5.58898764677707,0.3672211309821,0.332632059767516,0.0180839313492071,0.549568947230925,0.456687553966132,0.0813196164524664
"Ceacam10",83.0872557206498,52.4929784200189,5.5860135687807,8.62927689045171e-20,4.48637854194207e-13,0.0181146536856258,3.92534592561989e-18,3.82042060607579e-12,0.0814350274426668
"Vps45",3.02448341006773,0.904539202568524,5.5850837624173,0.08203294334327,0.341579823020038,0.0181242696749938,0.196077851663452,0.46594323507765,0.0814499178886973
"Erg28",8.90508056121471,39.7497884133382,5.58471526770435,0.00284746884362112,2.95155927807056e-10,0.0181280820786867,0.0125556240326362,2.07550039540482e-09,0.0814499178886973
"Ptgfr",17.9346418423027,18.9057614788708,5.57835086959478,2.29717715615096e-05,1.3806536373805e-05,0.0181940582318375,0.000175982130092763,5.94456297399418e-05,0.0817235480355031
"Reep3",3.91273688820045,2.11680695520283,5.57647140726529,0.0479361958365515,0.145706844251097,0.0182135889539612,0.130083680747554,0.245031985305497,0.0817884614962735
"Stk38l",58.3904903434262,32.8505984531567,5.57425626792425,2.25310522448714e-14,1.01057303508758e-08,0.0182366357158269,6.3764065781927e-13,6.22304305316075e-08,0.0818691232037807
"Cpne3",22.4262471898477,33.185221610218,5.57213709444777,2.19975993169345e-06,8.51046926793206e-09,0.0182587122182736,2.07029422443364e-05,5.28108233608901e-08,0.0819225530372974
"Dram1",1.73758799362573,0.261550296778926,5.57234551152684,0.187460930408798,0.609063132398186,0.0182565398088898,0.353868852950165,0.712461399172453,0.0819225530372974
"Appl2",443.980046440355,3.55132955816099,5.57094542710618,2.01133663933126e-97,0.059513302257903,0.0182711385421405,1.29554215612605e-94,0.117070938951748,0.0819554718507212
"Naa20",28.6055797176292,4.80203937178064,5.56364085609993,8.97720078278989e-08,0.0284383991474518,0.0183474993580846,1.08855319431676e-06,0.0624942561413287,0.0822750716132656
"Slc38a6",13.1655736265001,9.73520205978064,5.5598859544614,0.000285901310900723,0.00181047934808136,0.0183868806912688,0.00169259882699792,0.00544022185895766,0.08242871374485
"Fbxw2",3.16798006053099,14.9144816149201,5.55802785610867,0.0751115532581665,0.000112876157343342,0.0184064006706116,0.183538898651935,0.000422119080747755,0.0824910482976325
"Ephb2",11.3936662758804,114.976513645913,5.55758742296223,0.000738452845027934,9.5304135219982e-27,0.0184110307136367,0.00388097459643761,1.61036987350196e-25,0.0824910482976325
"Mthfr",11.052599203904,0.237200884396041,5.54843757061801,0.000887337219304671,0.626240859785995,0.0185074908996193,0.00454478092953661,0.726381658512849,0.0829001741186562
"Cdipt",1.02625105838865,12.2665692173075,5.54125862166106,0.311053963427145,0.000462224670961597,0.0185835386911325,0.499740793481723,0.00155196077491547,0.0832176650565371
"Kcnma1",2.48134654616474,49.5250095597758,5.53773695039017,0.115220554124463,2.02662895422593e-12,0.0186209622813683,0.250789026011767,1.65995961596644e-11,0.0833620671717749
"Bsdc1",1.25671198673696,156.75957917212,5.53691363407556,0.262288826012605,8.05046016541361e-36,0.0186297226038399,0.447133041727552,1.91486794746906e-34,0.0833781053612103
"Ighg2b",16.4252957770499,1.27052305729447,5.53352039307514,5.08106161711059e-05,0.259683085662236,0.0186658726234267,0.000360915198931553,0.386182118793188,0.0834995584783603
"Mettl22",6.77853866680308,2.65589612376443,5.53339308051719,0.00923335050858265,0.103183497176065,0.0186672303621746,0.0340006044453937,0.184528854746427,0.0834995584783603
"Cc2d2a",1.51763368941126,3.18256965829166,5.5302622080757,0.217993476509834,0.0744438579728335,0.0187006520218795,0.392984880527263,0.141197814480158,0.0835983835620585
"Parp3",0.328094161548052,55.2040869000769,5.53012850164809,0.566790383877823,1.13331660155664e-13,0.0187020806964167,0.723893537889623,1.00494478165565e-12,0.0835983835620585
"Slc9a7",0.709121136875885,2.52389096793533,5.5298648472577,0.399746530305149,0.112150551550871,0.0187048982161148,0.579342749704831,0.197593386255961,0.0835983835620585
"Cxcl16",19.8613001613753,2.49279196364445,5.52926575276017,8.37541830919335e-06,0.114385643236815,0.0187113020178068,6.96999281823982e-05,0.201130379235906,0.0836038003309498
"Cpox",5.77022170157466,0.11838270978959,5.52571348924598,0.0163096975439385,0.730799114517391,0.0187493192019228,0.0545338578799919,0.807933095206086,0.083750426382403
"Ssh1",15.7876720845558,0.414807508274326,5.52264986671785,7.11293344340554e-05,0.519547358327287,0.0187821709233669,0.000490953995881524,0.636024867807839,0.0838639625643939
"Mief1",3.74683681413518,1.21314039784254,5.52188699065783,0.0529226478294463,0.270725285327971,0.0187903606118322,0.140420727961373,0.398855376910916,0.0838639625643939
"Glis2",0.0103527563483845,4.38663580269633,5.52196082532126,0.918957402274608,0.0362351847392249,0.01878956781477,0.955356469467243,0.0768262251291294,0.0838639625643939
"Zfp579",4.88989164966343,4.36752271552896,5.52044717211854,0.0270264692077977,0.0366437255485604,0.0188058275224024,0.0823009140796458,0.0776106684872378,0.0839097369335679
"Dbf4",1.5554937879674,0.186499035557978,5.51776841559053,0.212341906224696,0.665851549169313,0.0188346384443749,0.385451664517674,0.757218043522136,0.084014423042619
"Il17rc",24.7267152664216,76.0324653700477,5.51681147717179,6.66489891275224e-07,3.02079621150883e-18,0.0188449416897435,6.94210007710539e-06,3.53516579897723e-17,0.084014423042619
"Nprl3",4.29739905318521,0.512448167468476,5.51719577508132,0.0381844127859427,0.474089945582589,0.0188408032989765,0.108790445699228,0.595430167471304,0.084014423042619
"Angpt4",0.219283463021118,1.04507589677777,5.51430542396689,0.639591901623676,0.306657149693777,0.0188719516802123,0.780901817063306,0.435881373600397,0.0841115521468194
"Igkv4-91",2.26579969655006,0.000889508433963997,5.50717626781033,0.132274867440461,0.976207236481744,0.0189490079877149,0.277022004212997,0.984090717983318,0.0843849213567958
"Rgl3",27.0095626858124,22.0346631789231,5.50729318348315,2.04585768524183e-07,2.69675107761748e-06,0.0189477416725016,2.32330368867765e-06,1.28478646754066e-05,0.0843849213567958
"Yipf5",1.52194695867594,9.8286707082923,5.50728678872168,0.217340651546869,0.00172079239334087,0.0189478109319877,0.392203259562707,0.00519106779879507,0.0843849213567958
"Fam118b",0.970258164952102,8.18050559135033,5.50479281384225,0.324628585542429,0.00423899883176885,0.0189748422821954,0.512706190780902,0.0116864574880969,0.0844766063782674
"Orc3",1.75366010399235,0.166987565764433,5.50208433876927,0.185433502525043,0.682807742655186,0.0190042436705438,0.350967993789465,0.770563204607658,0.0845841171439378
"Shmt1",1.98655540502004,0.86352595993343,5.49783465416471,0.158718189737752,0.352765886434375,0.019050470315307,0.316630204329414,0.47831601831073,0.0847430175379525
"Ncbp2",3.28821695273996,8.43319965805272,5.49792779054695,0.0697948339236137,0.0036886391120766,0.0190494559645222,0.173689351639467,0.010333708354518,0.0847430175379525
"Usp20",4.32362474984841,1.92237813176776,5.49656809560318,0.0376004110531987,0.16561131398398,0.0190642699800461,0.107373544811076,0.270497919574401,0.084780983012616
"Nynrin",1.67876987529222,1.67656124300134,5.4921066400634,0.195104029860944,0.195398046182257,0.0191129616729301,0.363545497899883,0.308873538595551,0.084974053511649
"Rab35",0.628553709001132,0.672109246994022,5.48890851386274,0.427896409123022,0.412327674166403,0.0191479446431195,0.605233171238739,0.537323989406942,0.0851060868308457
"Rilpl2",1.10873029941638,2.22399958911138,5.48817124047049,0.292371767507479,0.135897566540784,0.0191560187518326,0.482779180903706,0.231621349915987,0.0851148937997673
"Rnps1",0.16379547574946,3.40314276996983,5.48776241664438,0.685690528166574,0.0650881808312215,0.0191604974243406,0.813622767302803,0.126172502218028,0.0851148937997673
"Trbc2",5.53445958998694,6.23273981666413,5.48711906835832,0.0186558596067851,0.0125495189222068,0.0191675475082536,0.0608448372421985,0.0306730622465472,0.0851227295988439
"Hoxd8",55.3637436028848,174.153090958212,5.48353604184276,1.0451541774909e-13,1.37948044921235e-39,0.0192068609116892,2.80501962002267e-12,3.75867574850533e-38,0.0852738023879048
"Irf9",25.2822976885119,6.89348790147304,5.48140053542294,4.99826096376458e-07,0.00865809471040795,0.0192303315769294,5.35152900927533e-06,0.0221514615700189,0.0853544733691551
"Rtraf",4.63122473092019,43.4345949742971,5.47936545446308,0.0314079448995434,4.50102047383185e-11,0.0192527260847555,0.0929196664364651,3.37429854237031e-10,0.0854303246466845
"Coq5",0.5907426746915,0.0649112009255989,5.4770704556993,0.442141811165344,0.798898330971983,0.0192780131317451,0.618253697915555,0.858330652765001,0.085499791505928
"Rerg",7.24781447811555,177.676370009761,5.47649945581823,0.00710507572526805,2.38526594216453e-40,0.0192843099266926,0.0274108850991834,6.64531790080889e-39,0.085499791505928
"Abcb10",0.924230795223455,38.9095865245805,5.47687538740833,0.336379019302617,4.53454559770236e-10,0.019280164040322,0.519074839042677,3.13793673226477e-09,0.085499791505928
"BC035947",0.248274714324361,0.0362602641199608,5.47564860516087,0.618298410762662,0.848981096669735,0.0192936967664039,0.764211023110228,0.894805683501102,0.0855178637570609
"Rccd1",3.58013266818011,23.0987344798008,5.47367107527011,0.0584899623524041,1.55090579430109e-06,0.0193155317183326,0.152060681911651,7.63971734647611e-06,0.0855910862026171
"Acat2",2.43696344255235,20.230447141078,5.47244402217335,0.118522404512047,6.90658899188863e-06,0.0193290930999048,0.256217784918445,3.10055206401959e-05,0.0856276165578449
"Trp53rka",16.0312482400213,6.17938870685068,5.4715931084248,6.25469326273555e-05,0.0129333850983924,0.0193385031709009,0.000437149850737112,0.0314696736535831,0.0856457416284426
"Arhgef3",1.29809503010401,62.8528731385153,5.47060634949495,0.254576121096114,2.35221781916439e-15,0.0193494214543952,0.43784202920484,2.31526672017141e-14,0.0856705344185113
"Cacna2d4",0.533715192796658,5.97615829669474,5.4695636635823,0.465058270605882,0.0145097495512708,0.019360965482551,0.639166799470145,0.034800491067041,0.0856745334337781
"Cep43",0.0478981318174882,13.9749066730596,5.4695971280801,0.826764292466839,0.000185820512418107,0.0193605948720188,0.902480029934484,0.000673479115793108,0.0856745334337781
"Sema7a",33.7903893436543,5.83296453202796,5.46812210726407,6.23830905654862e-09,0.0157381547860525,0.0193769373046699,8.95325229390396e-08,0.0373462284880347,0.0857216542354668
"Efnb3",0.097991817088703,3.11764405819144,5.46739295671888,0.754256473919523,0.0774650518374102,0.0193850211644174,0.859081856944489,0.145965332288535,0.085733863172374
"Lyn",15.3361167322122,59.3743479504855,5.4639927005246,9.03001476403625e-05,1.36870280589922e-14,0.0194227647825299,0.000606381683675045,1.28739610300206e-13,0.0858224810019935
"Nav3",0.0688353708112228,0.0755790278340106,5.46366767158067,0.793042985686016,0.783383512492983,0.0194263766535593,0.882192708056625,0.847656544931763,0.0858224810019935
"Acap2",109.252364614882,321.067390731222,5.46395927732567,1.68072821064419e-25,3.35486922461944e-71,0.019423136164455,1.10019375512209e-23,1.79479930644674e-69,0.0858224810019935
"Tmem178",0.00175480070458386,4.19253684213488,5.46422223981932,0.966586564688537,0.0406162802764187,0.0194202144546219,0.982725228813318,0.0848966720263721,0.0858224810019935
"Zrsr2",56.3892158440326,0.387397544342519,5.45843570659198,6.21334223490651e-14,0.533678157474625,0.0194846122944344,1.70158928586224e-12,0.647563813564455,0.0860561469493357
"Bmp7",4.47948691899645,128.326146319175,5.45686511039847,0.0343172324439289,1.19055372593942e-29,0.0195021293898024,0.099911479668159,2.28776690319838e-28,0.0860880241305639
"Gstk1",77.5477869160981,41.5206900093498,5.45669756279006,1.40689200105799e-18,1.19485262897406e-10,0.0195039990342464,5.76467732647248e-17,8.70620447256532e-10,0.0860880241305639
"Ppp1r13b",0.208109180020592,44.7056778760812,5.45635089017512,0.648258777286444,2.35481941980468e-11,0.0195078681023677,0.787363525121262,1.79543831046945e-10,0.0860880241305639
"Zfp882",0.681874114210632,5.72730377746654,5.45566974269853,0.408952692986756,0.0167129390780079,0.0195154724158881,0.587979037068369,0.0393232697213854,0.086097986935081
"Rnf39",0.637595040826376,131.216018790915,5.45070423308858,0.42459318382898,2.80432736688362e-30,0.0195709999231459,0.602060653229054,5.51380752001549e-29,0.0863193129998409
"Surf4",12.8014329898213,2.0592664343684,5.44961688740844,0.000347231970144108,0.151299759795335,0.0195831811042045,0.00200052823442954,0.252265482707007,0.0863493880944703
"Ell2",6.74814861226531,24.9109673039042,5.44829916272239,0.00939187882570823,6.05810024111652e-07,0.0195979536529867,0.0345212108492078,3.1277200443315e-06,0.0863908698806582
"Kat14",8.16369780762864,1.20342652496223,5.44578702513524,0.00427844399822304,0.272652070348527,0.0196261482733447,0.0178671638234921,0.40085056959941,0.0864914793775778
"Satb2",22.8707349533031,73.2462243244,5.44526073408585,1.74593959514713e-06,1.2319805092089e-17,0.0196320603378007,1.67549852804852e-05,1.39413788754679e-16,0.0864938625498234
"Klhl32",2.57370041388272,13.8501514275022,5.44355929254161,0.108670242215956,0.000198562553300858,0.0196511859992172,0.239681812135809,0.000716694847588965,0.0865544442410819
"Cd72",11.9582634225175,9.99362060736528,5.44255320657484,0.000545269957254082,0.00157334928329368,0.0196625043306207,0.0029825007206734,0.0047893465990318,0.0865806145025938
"Slc5a1",1.6013579453659,298.362210991493,5.44145220848645,0.205726692154881,2.46056282877943e-66,0.0196748981349304,0.377056330954934,1.19344708529624e-64,0.0866115048296294
"Ppp6c",2.46913577139092,3.34829353894382,5.44064643402479,0.116118717444205,0.0672906817999792,0.019683973760833,0.252444944917514,0.129754741830328,0.0866217782800575
"Ago4",8.68544874122776,10.4179490841528,5.44028994653335,0.00321157805395084,0.00125012111569096,0.0196879903437254,0.0139509148645186,0.00387874765432977,0.0866217782800575
"Tpp2",0.0947367819733994,5.34640918859227,5.43745905783672,0.758242976547972,0.0207758324974736,0.0197199163714493,0.861192456718295,0.0475929802236204,0.0866749003048836
"Psmd5",8.71411289053425,0.0134506510113591,5.43735614332054,0.00316149396084383,0.907672065516442,0.0197210780225477,0.0137519009323253,0.93819997486546,0.0866749003048836
"Ttc39a",10.5372982247259,19.2521511265284,5.43731039722861,0.00117195822157707,1.151699475294e-05,0.0197215944058308,0.00582111142568031,5.02052426926347e-05,0.0866749003048836
"Pttg1",0.0780906938455487,23.7880382593273,5.43767401408058,0.779904813010616,1.08435346491773e-06,0.0197174902737592,0.874358651781671,5.43628388716383e-06,0.0866749003048836
"Gcnt1",27.0349125117474,1049.80296593088,5.43613369026858,2.01924115061808e-07,4.25124771899022e-224,0.0197348819161086,2.29956437400304e-06,1.26773781516481e-221,0.0867096326043919
"Immt",1.73181744233484,1.35041495860874,5.43493553940553,0.188195141435597,0.245220463470566,0.0197484210852601,0.354652587775005,0.370187036961332,0.0867454513736888
"Abhd2",5.96138443126623,356.167347672434,5.4330111599345,0.0146317869689197,1.04182278105586e-78,0.0197701867815136,0.0499715091326647,6.42776714304311e-77,0.0868173759865597
"Gramd2",2.48682992457569,18.9899125075011,5.43165027639306,0.11481972122714,1.32113980454129e-05,0.0197855940289626,0.250195124617135,5.70969250470435e-05,0.0868613469597558
"Pak6",2.15563550514115,2.81609064674252,5.42606059866787,0.142064532308267,0.093340209420751,0.0198490079330056,0.291868482235267,0.170048353015313,0.0871159920264892
"Cog6",0.0416468887538541,0.696307448450615,5.42397479719872,0.838296575934042,0.404037926367819,0.0198727247950708,0.909170730882173,0.529219353204895,0.0871963180858379
"Rad17",5.6787395166788,4.44791909739871,5.41828499297414,0.0171816568890514,0.0349571023120977,0.0199375705375002,0.0568498933259929,0.0745581746399615,0.0874570139921998
"Cebpg",8.81394949457452,10.4733685909582,5.4148081882641,0.00299316488637034,0.00121319075827105,0.0199773027717413,0.0131189260112198,0.00377945652552499,0.0876074364197576
"Smpd2",15.6813320589202,0.000445468050569751,5.41218575745495,7.52388145268479e-05,0.983161233556659,0.0200073255615262,0.000516001120240985,0.988440116374032,0.0877152092342109
"Lin37",1.145354918814,13.3472280990463,5.40990204949317,0.28453749918382,0.000259514346032406,0.0200335085089322,0.473530990545596,0.00091663950738316,0.0878060935000911
"Fgf15",12.9163647360633,5.1256541477988,5.40733454141319,0.000326561475969399,0.0235861232028522,0.0200629875768344,0.0018970488627472,0.053119907963011,0.087911371142793
"Abi1",14.3074618112781,17.3321616287348,5.40399290621205,0.000155733225416611,3.15239887290599e-05,0.0201014220626383,0.000987700720316538,0.000128840302158389,0.0879840172532387
"Zfp821",30.8844497850001,31.886732453941,5.40437683349068,2.77605735571934e-08,1.65810611879162e-08,0.0200970023767719,3.6284782142166e-07,1.00528926321165e-07,0.0879840172532387
"Adi1",0.0550752214714438,4.79798667970064,5.4045156127792,0.814458830959582,0.0285053560619644,0.0200954050276483,0.894732178268065,0.0626223395178461,0.0879840172532387
"Ubr5",1.02264312830844,26.9605501199709,5.40401504193346,0.311905996099633,2.09832079948737e-07,0.0201011672138038,0.500528817649952,1.14268717734681e-06,0.0879840172532387
"Arl10",0.832930008908182,12.520175895006,5.4001587586714,0.361438454671414,0.000403560009891789,0.0201456151124493,0.543846331113229,0.00137157594750685,0.088153489172764
"Cpz",2.00439006233422,2.9732961769658,5.39856513952382,0.156861075475378,0.0846657935599563,0.0201640129975275,0.313859032134141,0.157124959513193,0.0882100248028214
"Setd7",4.11667485501523,19.2084068783284,5.3965129138346,0.0424766426850052,1.17836612231418e-05,0.0201877309703867,0.118298404904296,5.12982689040964e-05,0.0882897967996024
"Mertk",32.8975151390661,26.8956755054806,5.39239693091372,9.86517837211893e-09,2.1698423413258e-07,0.0202353872082973,1.38258457202986e-07,1.17924303821699e-06,0.0884693931333649
"Ormdl2",35.799172019074,0.271042623419451,5.39201767966549,2.22739007803128e-09,0.602639410884,0.0202397841584373,3.42575572364257e-08,0.707413794537473,0.0884693931333649
"Lrrc20",1.08552136109617,0.664697141269814,5.38788958712498,0.297479176454196,0.414916972887641,0.0202877082730501,0.488657265984078,0.54004267817731,0.0886548076854617
"Ndufb7",2.61335549080553,5.27931210368555,5.38163677716017,0.105984249266915,0.0215912937439106,0.0203605224740393,0.235272176171097,0.0492052933991215,0.0889488587627389
"Atp6v1g1",60.7283631353874,158.641970341344,5.37094197976606,6.89450170766449e-15,3.14742295995868e-36,0.020485691115684,2.04460701654735e-13,7.55334603937624e-35,0.0894714087431136
"Znrd2",3.49830271753834,4.95156012159245,5.36866276447058,0.0614474157973099,0.0260790530167653,0.0205124691116573,0.157687288698658,0.0580363447663033,0.0895640699850916
"Rab25",85.4426579366234,100.25010954981,5.36761736466001,2.63572552930841e-20,1.54034218577846e-23,0.0205247633951591,1.2520085014293e-18,2.29243347667195e-22,0.0895754738062015
"Mtmr7",2.7321370303317,0.21892929765854,5.36702197080634,0.0983644467920462,0.639862423404091,0.0205317688516854,0.222654299506933,0.736347073828063,0.0895754738062015
"Nol8",0.00492116256690055,0.0873921059826809,5.36714608521374,0.944074228307367,0.767522400184912,0.0205303083065549,0.970809528649307,0.835603624513396,0.0895754738062015
"Tsc22d2",17.0355150653172,37.3318730588437,5.36477189390504,3.68466244144754e-05,1.01620509197659e-09,0.0205582658041374,0.000269945947655276,6.82115489624804e-09,0.0896497925541499
"Rrh",0.0786260099882124,1.44628158737464,5.36415764018332,0.779171217903664,0.229140815859367,0.0205655054148314,0.87397847006654,0.350247229025475,0.0896497925541499
"Wdfy2",0.0776015512188391,41.6410800863197,5.36446282374207,0.780577505970944,1.12364719090049e-10,0.0205619081836276,0.874534131954771,8.21338661601028e-10,0.0896497925541499
"Uxt",1.1918424523799,4.27082002980805,5.36214881126507,0.274972335588336,0.0387859916931476,0.0205891999514337,0.461574014383298,0.0815792612636828,0.0897287921022834
"Capn9",3.32160848042472,224.040702455643,5.36083819351118,0.0683909136371619,2.33154802734113e-50,0.0206046741736642,0.171138453549139,8.19758032407733e-49,0.089771934041806
"Srp9",3.65204422232013,110.303991026267,5.35747532272406,0.0560157584349773,9.91847378950107e-26,0.0206444340466374,0.146861243581641,1.59080859992366e-24,0.0898903896160527
"Ercc8",0.779690198413368,1.3335598324289,5.35712259363719,0.377247291099087,0.248187708218089,0.0206486090287387,0.559169102408745,0.373301575325602,0.0898903896160527
"Csdc2",7.76563996489988,2.37198677745066,5.35789968374572,0.00533032633577595,0.123546720439339,0.020639412370152,0.0215772360444947,0.214082948373472,0.0898903896160527
"Fam110a",8.32067774738832,2.881869664048,5.35547704709773,0.00392411905388724,0.0895986438292088,0.0206680976421971,0.0166390717942677,0.164703991048145,0.0899249989445844
"Hmgcs2",928.810477589295,1861.77616317123,5.35467381739082,4.00828890954864e-199,0,0.0206776174016363,1.0757579385077e-195,0,0.0899249989445844
"Dpy19l4",0.122478572890978,0.986291512521868,5.35422302023467,0.72636562474255,0.320663343611369,0.0206829621704634,0.840109408759657,0.447184707904553,0.0899249989445844
"Inpp5a",2.40878290687312,67.5601939674963,5.35409165361723,0.120673116619897,2.17609890427133e-16,0.0206845199563763,0.25926607030423,2.28284825117142e-15,0.0899249989445844
"Cacna2d2",54.5432061320721,22.6131548113072,5.35362410537487,1.58474167528339e-13,1.99604599590495e-06,0.020690065272911,4.15620442949323e-12,9.69602674873524e-06,0.0899249989445844
"Nop9",6.78574082886517,4.532074538511,5.35533465633537,0.0091961841516226,0.0332783401465748,0.0206697849056206,0.0338869916232446,0.0714998779625628,0.0899249989445844
"Il18bp",2.07056635250488,240.533986799533,5.34896711504284,0.150182537152745,6.53349436820964e-54,0.0207453831621465,0.304123414961099,2.46390772391756e-52,0.0901410968861426
"Me2",9.94620321840324,0.21931722506359,5.34324932957255,0.00161437276047904,0.639566127105323,0.0208135110550312,0.00773467556143824,0.736163927432238,0.0904127241756587
"Tnks1bp1",18.7894127941145,1.4368105470749,5.34267467642062,1.46740025009774e-05,0.230671398481871,0.0208203708879931,0.000116977951620415,0.352185600621368,0.0904181317177329
"Sdf4",3.09453704258622,2.62852191288455,5.34219293182042,0.0785718967612936,0.1049762943542,0.0208261234424752,0.190062078045232,0.186870801236534,0.0904187289819838
"Fhip1b",26.6199220341544,2.67457811860708,5.34083667257632,2.50215166362797e-07,0.101979225615605,0.0208423274888032,2.80195745753833e-06,0.182849512313561,0.090462079085523
"Srl",5.53389251391226,4.53204108018772,5.34041704350046,0.0186619046847928,0.0332789905812214,0.0208473436928756,0.0608448372421985,0.0714998779625628,0.090462079085523
"Pacsin3",13.4701239365762,227.300588603373,5.33700838113991,0.00024306829881972,4.62555310089835e-51,0.0208881368278502,0.00146541700332982,1.65522847963925e-49,0.0906146733132737
"Appl1",20.3151628399206,77.6603348463217,5.33535575021226,6.60776237212037e-06,1.3292804627083e-18,0.0209079444008453,5.64182383235707e-05,1.58323988838696e-17,0.0906761725523329
"Gtpbp10",0.043373282867195,2.98920534816273,5.33378363665617,0.835026259326183,0.0838378485368308,0.0209268049773485,0.907205468907072,0.155767956038835,0.0907335327275827
"Obscn",169.566328557815,170.771998765981,5.32521606684655,1.35611777125617e-38,7.43619293188778e-39,0.0210298996665269,1.70605972426078e-36,1.96303302921621e-37,0.0911559823230372
"Ptrh1",4.13481291400516,39.3936156034935,5.32290383450399,0.0420238456653432,3.54072164134204e-10,0.0210578130448446,0.117362120490639,2.47251693801088e-09,0.0912289193022251
"Slc38a7",1.33796318356542,5.6974900972857,5.32288363418284,0.247408306477631,0.0169990989189822,0.0210580570729908,0.429265807478643,0.039892169611974,0.0912289193022251
"Bfar",2.776519593717,18.9666270421838,5.32071513193177,0.0956726332094479,1.33734521352091e-05,0.0210842704989367,0.21883755860394,5.77198337532222e-05,0.0913179149662125
"Tgfbr1",0.473622430351814,30.8609404434582,5.3199202854207,0.491333947763781,2.80983467807954e-08,0.0210938872701646,0.661793969242794,1.66839114384642e-07,0.0913350004601936
"Tnfrsf25",10.5793430734125,15.4573683209169,5.31939909165407,0.0011456164365695,8.46923333806446e-05,0.0211001956078902,0.00570787793257387,0.000323405417222794,0.0913377553424342
"Wdr17",0.00640041217733723,0.0326559374871164,5.31422705941395,0.936236065890634,0.856597535420467,0.0211629019321544,0.966361731237541,0.900436719947502,0.0915633179662361
"Kars",0.0201241418529208,69.4141025194719,5.31416333966298,0.887192450844907,8.52873242192843e-17,0.0211636756797076,0.937924109503383,9.19880630879528e-16,0.0915633179662361
"Clca4b",37.0657015423936,149.170731045535,5.31341094392132,1.16450473957858e-09,3.55514706752579e-34,0.0211728142196464,1.89797771472002e-08,8.05183308415863e-33,0.0915782507061417
"Myo1h",0.0623187489103247,8.57108213525405,5.31220030584295,0.802870651489777,0.00341956969818825,0.0211875271106865,0.888302178843978,0.0096552956949687,0.0915974145389843
"Recql",0.0492873597184988,5.40100691953311,5.31187548462948,0.824310424747423,0.0201358304142917,0.0211914764651773,0.90071729454487,0.0462747648296474,0.0915974145389843
"Phf1",2.80580382441189,1.79868930333748,5.31164251203528,0.093940531024204,0.179887371833862,0.0211943095430824,0.21624305171256,0.289071873775928,0.0915974145389843
"Ephx1",21.7391174393708,56.9271070492677,5.30894286076921,3.14521223542107e-06,4.73030759754142e-14,0.021227167433771,2.87442409914787e-05,4.30837914271547e-13,0.0916936113573418
"Wdr26",1.71251474642395,6.18218477136356,5.30887808509779,0.190675552378628,0.0129129705736546,0.0212279564764435,0.357819417311858,0.0314247491533263,0.0916936113573418
"Mcpt2",6.85364236198036,0.0991826395883916,5.3066359751634,0.00885322378984201,0.752816236716249,0.0212552866945325,0.0329017915273081,0.82461056117555,0.0917667873636511
"Nlrc4",2.97471140687846,52.2239810691456,5.30655332086731,0.0845917852221387,5.14301526830719e-13,0.0212562949056957,0.200882099606562,4.3703416815594e-12,0.0917667873636511
"Tbccd1",20.1663887545437,149.028988544362,5.3053201057273,7.14152553642447e-06,3.8158778059673e-34,0.0212713434568341,6.04944690757724e-05,8.63020790863644e-33,0.091807141164674
"Iqck",0.435935596862117,0.232385569002392,5.30302565528287,0.509098879272769,0.629766238591862,0.0212993712993364,0.675843923054761,0.728843304588526,0.0919034769649556
"Dennd2a",0.0346672870633098,2.21951889918259,5.30255183084297,0.852296589231588,0.136292437178799,0.0213051640598621,0.917537904559183,0.232062829214187,0.0919038459298045
"Ctxn1",0.964116628671959,2.12044412716394,5.29856323156086,0.326164613524253,0.145361232179688,0.0213539915504977,0.512706190780902,0.24459267730298,0.0920898034112652
"Anxa7",6.71801579339468,0.0260784886387002,5.29051387839983,0.00955181915053288,0.871710532764705,0.0214528829973013,0.0349857251903822,0.91187106280341,0.0924915059988066
"Ciita",43.6066447672004,220.66060078682,5.28758043231628,4.12303450116697e-11,1.24797517533102e-49,0.0214890400471077,8.21977838632806e-10,4.3032428797335e-48,0.092622594185914
"Kcnj2",34.7007757342229,201.519942577303,5.28543478987106,3.91088823123777e-09,1.68000616245819e-45,0.0215155267450585,5.79899016460606e-08,5.2530367444785e-44,0.092711941979041
"Eif4e2",0.329002715968262,24.2793532496957,5.27922298807455,0.56625383532437,8.40420790298221e-07,0.0215923985692322,0.723509125623132,4.26514213242113e-06,0.0930182969931369
"Mitd1",3.7255872830526,7.1601841500782,5.27690903653539,0.0535999321861362,0.0074604679520707,0.0216211066660721,0.14188070953747,0.0194520588458864,0.0931170582090826
"Ppm1j",2.11035846664802,59.4765780703274,5.26775603480758,0.146321873524122,1.29963070251211e-14,0.0217350515813882,0.298671711162244,1.22385691242997e-13,0.0935827635334475
