"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Taf11",10.6196126110672,0.308738769644932,5.26683778528959,0.00112094861226212,0.578461827713524,0.0217465170623086,0.00560230772913,0.68724884253142,0.093607100843185
"Cdc42ep4",7.35703143746948,5.22569384854714,5.26587633702394,0.00668622716830657,0.0222667326595637,0.0217585286461204,0.0261330864299128,0.05053004453452,0.093633775197348
"Gcnt2",2.78343593248463,18.5468776672158,5.26488252256251,0.0952604327995505,1.66623828245586e-05,0.021770951810274,0.218173623861636,7.09075979449966e-05,0.0936622059847292
"Klhl36",7.2589183324977,4.21096481808224,5.26406890045652,0.00706129506619739,0.0401774217609279,0.0217811279513103,0.0272877452486145,0.0840994439901497,0.0936809571046875
"Taf1",1.25899549512068,5.84649898026737,5.26049596417866,0.261855767102171,0.0156175961133151,0.0218258737610846,0.446661387371324,0.0371038876088393,0.0938483431708265
"Runx1",26.7504940006706,3.7605482728556,5.25900706855356,2.33887827064429e-07,0.052490438246957,0.0218445480985552,2.63009474805761e-06,0.105452163113479,0.0939035659452842
"Cxxc1",17.3683508078064,23.9837185610399,5.25814286683737,3.09299338447652e-05,9.79674760957026e-07,0.0218553948594919,0.000230585520695488,4.94846382549906e-06,0.0939251196750463
"Rusc2",0.0954271018175128,5.86867752227326,5.25732394521755,0.757391331736673,0.0154220931082437,0.0218656784490704,0.860650103377012,0.0367106866103989,0.0939442422799841
"Cchcr1",7.37128319058719,65.2184907096687,5.25612013414802,0.00663346340283378,7.10863733731169e-16,0.0218808043787041,0.0259583623756579,7.23123101975553e-15,0.0939841538837751
"Rrad",0.00357816911606638,0.0594114010310271,5.25139727136724,0.952301390343809,0.807431357303101,0.0219402520696378,0.97477639213182,0.864734278654808,0.0942143677539674
"Ccng2",21.7773608888903,0.219140233715083,5.24543405708575,3.08320863560955e-06,0.639701272225662,0.022015551393915,2.82256444907451e-05,0.736214235752561,0.0945125097563887
"Tnfaip8l1",20.8144432327962,6.97847920701628,5.24422547362135,5.09224660954423e-06,0.00825645330212172,0.0220308451438759,4.46868921817388e-05,0.0212896184986495,0.0945529582494225
"Atp7b",8.53401019377109,3.67570929465782,5.24227376341458,0.00348988895312469,0.0552260243153707,0.0220555658666604,0.0150422060525072,0.110062459102774,0.0946338335067497
"Unk",0.611680734061547,3.8183955040571,5.24064101540476,0.434165618440288,0.0507076905570649,0.0220762686297712,0.611133649802794,0.102516753426292,0.0946974304062879
"Dpysl2",4.14339389904609,41.6188286168213,5.2396786810514,0.0418114011745569,1.13648014824296e-10,0.0220884801738971,0.11695136236128,8.2958929406874e-10,0.0947245795579935
"Ankrd49",3.45893051988825,8.82110409260557,5.2389558220882,0.0629267331340241,0.00298145737047079,0.0220976574966725,0.160608738339765,0.00854125743403152,0.0947387057158993
"Dhx33",1.86759495806315,4.79159786106677,5.23781884333836,0.171767267838001,0.0286112429796771,0.0221121004237008,0.333295517837768,0.0628292439249612,0.0947753934316885
"Sdf2",0.0199375056666269,0.86607460886101,5.23420988206016,0.887713288066301,0.352056370998971,0.0221580095181795,0.938098862791734,0.477604359072993,0.0949468938986811
"Trim33",5.89078975628865,7.3462868542026,5.23208523032655,0.0152296837979235,0.00672628970140653,0.022185083086569,0.0516302311995709,0.0177156432878229,0.0950356865897352
"Arhgap6",4.60062687764414,0.209849449332314,5.23165772277612,0.0319731514863829,0.646890769158619,0.0221905347809355,0.0943838053868422,0.742048871332186,0.0950356865897352
"Tmem203",0.27044276375848,2.95631266150983,5.22940843174736,0.603041092403593,0.0855594158549819,0.0222192412327288,0.751898622607438,0.158381799461176,0.0951315790954476
"Kctd7",3.16154878291383,2.75404087093204,5.22759102829196,0.0754079222544812,0.0970257973631064,0.022242463844896,0.184095477875062,0.175511841714008,0.0951315790954476
"Epm2aip1",21.3656626790882,0.876502577113829,5.22759957442309,3.82051232823242e-06,0.349173515650166,0.0222423545844008,3.42907300813136e-05,0.474172805069542,0.0951315790954476
"Larp1",5.15976689423164,22.2832542720076,5.22796293601022,0.0231273463433059,2.36958839853931e-06,0.0222377095970779,0.0725822760019985,1.13563934469281e-05,0.0951315790954476
"Fdxr",8.86863420602585,3.66028974976457,5.22877218899433,0.00290485294611632,0.0557392433023584,0.02222736822429,0.01278405219768,0.110893135025683,0.0951315790954476
"Fnbp4",21.677021515197,1.34669773125722,5.22508702736556,3.24856407024497e-06,0.245871115321591,0.0222745009351612,2.95880244474857e-05,0.370917582404147,0.0952433055121884
"Cib2",0.0653790400913654,5.19660094789993,5.22439084374408,0.798190525710979,0.0226423463955378,0.022283416650854,0.885393374526592,0.0512884658893437,0.0952561344116545
"Hdac1",201.757108592583,651.577100507354,5.22337248282696,1.49317877574616e-45,2.69206427263358e-141,0.0222964650093752,2.47883070369488e-43,3.44050087160464e-139,0.0952866178465948
"Gpatch11",5.11057347859088,3.75588884672579,5.22219060735338,0.0237919396455959,0.0526368909912719,0.0223116184219735,0.074305974420681,0.105700443400979,0.095326078919883
"Ddx39a",10.8813048364596,11.3695088724944,5.22118606478828,0.000973217527765989,0.000748113298506901,0.0223245065505423,0.00492511686034435,0.00241807877275324,0.0953558432316663
"Cyth1",1.8667337137535,7.32905520790041,5.22031823638201,0.171866120488077,0.00679105266319263,0.02233564686771,0.333400811735875,0.017871600103839,0.0953781282181739
"Tdpoz1",0.902701728511437,2.85517265464833,5.21606720466305,0.342070626996683,0.0910971810243477,0.022390300657799,0.524805955271302,0.166906121974635,0.0955861642345008
"Tagln2",3.5046919610994,69.9754994777705,5.21418991423219,0.06121086890356,6.42298697942463e-17,0.0224144803116167,0.157280775802462,6.98375147398209e-16,0.0956473905643414
"Gramd1a",17.5619304487488,20.3161079967629,5.21357071239588,2.79381296944635e-05,6.60450269747451e-06,0.0224224616146301,0.000210031607128826,2.97156487670947e-05,0.0956473905643414
"Fgd4",3.38724513808723,0.757155359114564,5.21397859373049,0.0657185240461285,0.384231418356813,0.0224172038307195,0.166132714711901,0.510375198366721,0.0956473905643414
"Fbrs",6.21407825734374,4.21694268537265,5.20492244416402,0.0126824410066443,0.0400361316422663,0.0225342431998972,0.044416126039581,0.0838581982096012,0.0960987601292227
"Cd177",22.732788514949,1.25869861863936,5.20273096815643,1.87570083749214e-06,0.261912018452721,0.0225626603191736,1.78407623072274e-05,0.388644418830093,0.0961944715699373
"Sec63",0.0355559644613834,3.38767387377551,5.20137737564406,0.850437470981335,0.0657014393717348,0.0225802310588672,0.916332860168113,0.127131732540621,0.096243901731323
"Snx3",6.66199682213071,8.07853175393031,5.19959287573168,0.00985661690990712,0.00448413583823132,0.0226034170029871,0.0359089484705714,0.0122761032647125,0.0963172331302198
"Nqo1",8.14169335479007,37.1973492604812,5.18875564749962,0.00433065039606872,1.08862817144635e-09,0.0227447556717212,0.0180524109054866,7.27393337958533e-09,0.0968682360702794
"Cpt1a",41.8633764961298,281.078740255113,5.18877209240316,1.003143229931e-10,1.25698378983868e-62,0.0227445405054448,1.87614581086862e-09,5.66980671366172e-61,0.0968682360702794
"Trim21",3.67845054932392,60.7985686511134,5.18755065580387,0.0551353111542991,6.65372815834489e-15,0.0227605276105259,0.145025141378255,6.33619068798508e-14,0.096909776867345
"Fam131b",1.4788345478436,0.0208297678674746,5.18677936585904,0.22397235513915,0.885245227675283,0.0227706288479489,0.400469335421467,0.921705929216027,0.096927157372065
"Bcl2l15",2.50920318676926,2.1043523434545,5.18450964825561,0.113200109528794,0.146897346479166,0.0228003812837412,0.247402465220164,0.246507708457067,0.0970281553414601
"Pld4",2.33561447639442,15.5373771358005,5.18363045951351,0.1264620525046,8.11852032452997e-05,0.0228119168930965,0.268090894086568,0.000311416228646751,0.097051597814936
"Scn3a",0.0986396212665052,2.94022181667145e-06,5.18213075404146,0.753471803899723,0.998631880375907,0.0228316081058298,0.858448754272775,0.999128249126637,0.0971097161458473
"Ptger3",1.3162004143068,79.6197465300124,5.18118299536045,0.251289821061204,4.95067777685237e-19,0.0228440613125432,0.434012248522076,6.05780883287642e-18,0.0971370264895386
"Aplp2",0.001171062527933,2.84655935078168,5.17998887295563,0.972701453908056,0.0915864444384543,0.0228597616743503,0.986009375781467,0.167603075378078,0.0971657567016302
"Zbtb24",14.8737000776013,7.7355975960032,5.17975135281027,0.000115340928536052,0.0054197000054955,0.0228628859307258,0.000755628548501237,0.014550421671973,0.0971657567016302
"Tgfbrap1",0.946147596713809,5.65394165166207,5.17767244939684,0.330714456486657,0.0174262036760866,0.0228902499924232,0.512943696776051,0.0407750883167717,0.0972222910223612
"Nr5a2",9.44634284745558,9.95218067128446,5.17778949763623,0.00211875967769797,0.00160914220801816,0.0228887084155092,0.0097620563919801,0.00488537273297821,0.0972222910223612
"Il16",2.38939806922002,0.795548280116147,5.1769066596577,0.122177632560203,0.372439214727828,0.0229003384368016,0.261765090090067,0.498039252180884,0.0972222910223612
"Sfrp1",5.50985870121368,3.29318122143905,5.17691508787077,0.0189199765172012,0.0695841777690489,0.0229002273792084,0.0615989449770503,0.133473974343656,0.0972222910223612
"Gpsm2",16.6538858950729,98.3406240213665,5.17590083381995,4.50450804695153e-05,4.01914373626409e-23,0.0229135960979615,0.000324111229133425,5.88366105318732e-22,0.097252935678828
"Dynlt1f",12.4486390198359,0.138632467566379,5.17510222964682,0.0004193029142678,0.709648559559064,0.0229241280632857,0.00236250343892736,0.791924515216882,0.0972719984724874
"Ankrd23",0.000897372572756758,2.66950345061145,5.17361424112069,0.976102323404307,0.102304818391173,0.022943764994584,0.988037440876767,0.183310836825755,0.0973229574948267
"Nceh1",116.248059202793,288.102540775644,5.1730856771809,5.03926289063029e-27,3.90681229849306e-64,0.0229507446305035,3.59058629769113e-25,1.80779880582281e-62,0.0973229574948267
"Dnmbp",8.34318913553993,31.9779245547435,5.17281884732138,0.00387581457843066,1.58219080188505e-08,0.0229542689291034,0.0164763046875578,9.61071991050733e-08,0.0973229574948267
"Tmem252",26.3537700124192,86.9758766451098,5.17164880872584,2.87120762261006e-07,1.21825743119324e-20,0.022969729466929,3.18204104245628e-06,1.61727942411416e-19,0.0973628727575567
"Obsl1",1.52897620566746,6.46472867761905,5.16849834321569,0.216281741124217,0.0110116597959247,0.0230114124602265,0.390797225911497,0.0273221506461903,0.0974563993174485
"Cyp2j6",11.628489912362,2.96164098111744,5.16894864708707,0.000650868860052708,0.0852779622228615,0.023005449806397,0.00347741912854305,0.157977536400125,0.0974563993174485
"Tob1",7.27322275214755,26.4235107270107,5.16913197071373,0.00700530106137723,2.76952889653714e-07,0.0230030228036636,0.0271240951801235,1.48604586746771e-06,0.0974563993174485
"Mark2",43.3603042306529,38.7930571090773,5.16815179028022,4.67477789382609e-11,4.81288254740805e-10,0.0230160023973332,9.19144669405147e-10,3.3191369447928e-09,0.0974563993174485
"Ankrd44",2.23712715788092,0.934889904663678,5.1666608457556,0.134748022746588,0.333608044914774,0.0230357601122776,0.280632101692746,0.457518567588135,0.0975144177413265
"Pip4k2c",0.416575902064085,33.7884834831903,5.1659090859341,0.518658509858076,6.24441243515517e-09,0.0230457289586129,0.684138104869314,3.91107636885662e-08,0.0975309785599325
"Ngef",0.891897341925534,15.3266208050114,5.16459813665942,0.344975903203048,9.07547973302877e-05,0.0230631237388335,0.527654537355498,0.000344700947323005,0.0975789494394208
"Gpatch1",0.40596787101953,24.9444590962023,5.16274747026942,0.524031006662224,5.95390486821387e-07,0.0230877031155804,0.688686142192263,3.0768847911697e-06,0.0976420476827723
"Saa3",1.91547296278169,173.321718645795,5.16256226303224,0.166373147038936,2.08735675257706e-39,0.0230901644150777,0.327159211963364,5.63026897600475e-38,0.0976420476827723
"Cntrl",26.7652816050611,53.7789235088021,5.15672945471367,2.32107375129275e-07,2.33556009875298e-13,0.0231678184981872,2.6155528773315e-06,2.02637523007646e-12,0.0979447049819659
"Tasp1",9.10396063474875,18.454256443212,5.15503959646553,0.00255400759874951,1.74912694656161e-05,0.0231903666833748,0.0114718823078967,7.41996607494245e-05,0.097988579035
"Esrra",69.5313866030316,16.7483104490409,5.15530293721165,8.03814375969438e-17,4.28598668558251e-05,0.0231868513683564,2.85106231194623e-15,0.000171258668977507,0.097988579035
"Ubxn2b",3.21692564487991,0.236084529848669,5.15339292874799,0.072896591828414,0.627054198489443,0.0232123604563639,0.179519145882752,0.7269712620728,0.0980300656776365
"Cyp2c23",0.106759444800295,0.00604083561784641,5.15367998576155,0.743867728956944,0.938049381201432,0.0232085248137209,0.851821061519881,0.958830086675553,0.0980300656776365
"Las1l",4.90886462928589,26.1770193797103,5.14982100616044,0.0267312340536023,3.14598184052015e-07,0.0232601433345307,0.0816141120923427,1.6780306584265e-06,0.098206105955938
"Nipsnap3b",0.0199349090464172,12.980847162861,5.14894613338589,0.887720551836254,0.000315512364266978,0.0232718623607138,0.938098862791734,0.00109639525286818,0.0982298295136497
"Tbc1d1",0.74263222113145,118.706402605516,5.14820617387532,0.38883007081648,1.47043549376935e-27,0.0232817789863399,0.569729811679507,2.58216169641962e-26,0.098245934752891
"Psmd8",2.87085777006965,3.27863230618955,5.14755830274776,0.0902134889410245,0.0702034877241764,0.0232904650799132,0.210160591865574,0.134437717067715,0.09825684023627
"Pex16",2.20936539498263,20.4657545484256,5.14569846605307,0.137192000958408,6.10823936760525e-06,0.0233154188297573,0.284294325344888,2.75907373174046e-05,0.0983363513398592
"Unc5a",7.54191297054581,56.2155059788045,5.13888839802747,0.00603378286812985,6.7854450753732e-14,0.0234070275546803,0.024002471720725,6.11107505865406e-13,0.0986968747611986
"Phf11d",114.605395813962,18.4611373831862,5.13436960251816,1.1478675441578e-26,1.74282907877302e-05,0.0234680201299622,8.10706625595312e-25,7.39909745728499e-05,0.0989281487310946
"Sema5a",20.549074341488,87.5264399636242,5.13371157584039,5.84833596987641e-06,9.23439848030623e-21,0.0234769156028464,5.06866276226695e-05,1.23199269866091e-19,0.0989397466507814
"Zc3h13",0.420190866102856,0.0984429070070652,5.13243454586276,0.51684980496975,0.75370977927599,0.0234941889942889,0.68253505079776,0.825252503956025,0.0989607442780629
"Cep20",5.66423612837153,30.3653256142106,5.13251292219705,0.0173242504465367,3.62607191604709e-08,0.0234931284790156,0.0572133726293232,2.12484119592818e-07,0.0989607442780629
"Map3k9",3.42662044117823,44.0970751351766,5.12926262752463,0.0641690611961068,3.21105926704901e-11,0.0235371501180313,0.163111979864389,2.4292323244212e-10,0.0991157762423268
"Sel1l3",41.2403798058333,0.585252266033452,5.12790274719618,1.37864375000426e-10,0.44427061725216,0.0235555935659541,2.51419029516632e-09,0.567694790478617,0.0991675093313881
"Marchf5",0.628871277649935,1.28721559861984,5.12425208424395,0.42777973148776,0.25657630321363,0.0236051800404587,0.605213232836707,0.382879085409053,0.0993502912157621
"Glg1",25.0618405924763,5.8613023719579,5.12327886241947,5.60270392262827e-07,0.0154868233813048,0.0236184174537511,5.92774909764015e-06,0.0368315655083747,0.0993800303782999
"Gli1",0.000427418581035467,0.177413965036489,5.11697667460195,0.983505847785987,0.673609978326052,0.0237043241188174,0.991882925214364,0.76372185319893,0.0997154470442312
"Ccdc85b",0.0216482963750339,32.9495249304475,5.11420434641931,0.883028160270861,9.60521019188686e-09,0.0237422169877877,0.935312957388684,5.93525325095756e-08,0.0998487647308293
"Ror1",1.81428326561837,15.8697685469464,5.11366566165272,0.178011638193352,6.81118043996857e-05,0.0237495871523688,0.34125811425905,0.000264609019601481,0.0998536819620351
"Nsd2",0.017539123990904,0.948710766159111,5.10995830758861,0.894641378828476,0.330060316147821,0.0238003747558356,0.942336909153588,0.455256448215909,0.100041094934278
"Poc1b",3.87440536367147,40.7171423787233,5.10683744266748,0.0490424689501456,1.80080949201463e-10,0.0238432152901931,0.132503334669798,1.29341816458125e-09,0.100195014566279
"Asb18",4.81855746740799,5.38276469734637,5.10236420296451,0.0281671828381105,0.0203473678442352,0.0239047596064291,0.0851626258434271,0.0467142378665127,0.100427431239846
"Nme6",2.61727993472868,34.9976962672009,5.10181684197618,0.105722418522331,3.35866781012715e-09,0.0239123016890361,0.234852821832679,2.14706739763706e-08,0.100432914475365
"Gorab",21.9903095594978,105.373209611372,5.1002002750639,2.75971929920386e-06,1.1767644122508e-24,0.0239345907664511,2.54523252434592e-05,1.82381494999756e-23,0.100500316848021
"Hpx",0.334727770375967,6.69967365414057,5.09866802186739,0.562895367362289,0.00965054008404749,0.0239557372314155,0.720704786565551,0.0243616000898913,0.100562887548875
"Zfp410",0.551113738049527,6.61462758331514,5.09730288848106,0.457872331668799,0.0101221225842351,0.0239745936206544,0.632436063953201,0.0253888691548191,0.100615814718112
