"gene","Genotype.statistic","Diet.statistic","Genotype:Diet.statistic","Genotype.p.value","Diet.p.value","Genotype:Diet.p.value","Genotype.p.adj","Diet.p.adj","Genotype:Diet.p.adj"
"Rpa3",2.52726851334482,1.28308697564669,1.6833745654201,0.111900292367712,0.25733146414443,0.194482839268896,0.201348779446081,0.340424597031769,0.34595788503229
"Magi1",5.29406132992217,21.2306644256521,1.68325244296529,0.021402490317896,4.08234326293503e-06,0.194499023525864,0.0489450480918538,1.11828174504869e-05,0.34595788503229
"Bcl11b",101.031747737154,12.8603958271968,1.68379126213102,9.55139888233001e-24,0.000335939969660923,0.19442762846599,1.88446205585073e-22,0.000768530553221482,0.34595788503229
"Xpnpep1",23.9983563267189,6.46855058434871,1.68335488858944,9.67287508766865e-07,0.0109830884949422,0.194485446830979,4.93559209410604e-06,0.0204825540137689,0.34595788503229
"Gspt2",0.829897389899066,0.154558763310179,1.68353661049839,0.362306738666602,0.694218091954034,0.194461366704971,0.494986300593947,0.75720533689291,0.34595788503229
"Pepd",36.5592873637772,49.0515096042307,1.68205769013151,1.49173855998305e-09,2.5257109300643e-12,0.194657441064319,1.05112677665992e-08,1.05710971480218e-11,0.346201832190113
"Psors1c2",4.50214227990576,0.00896885257515868,1.68118823700082,0.0338574838484459,0.924550311989353,0.19477282057865,0.073284343696962,0.943623365202577,0.346369190490405
"Ppp2r5e",0.0876708598427959,0.127673766873337,1.68051226718789,0.767160594165472,0.720857813695208,0.194862579457865,0.84326532895944,0.780104876973348,0.346490955411369
"Ssr1",9.58710162968478,261.440531625346,1.67919361068936,0.00196060946542003,1.1870644461298e-58,0.195037817042392,0.00577190093482399,1.80409411668112e-57,0.346764669360898
"Cdk2",1.10962610230154,348.301220038115,1.67860446360817,0.292168499001091,1.85988667651624e-77,0.195116168984311,0.422985560636908,3.86633147300827e-76,0.346866085906251
"Fndc1",18.7940593681076,1.09838267570867,1.67780799722576,1.45913664417428e-05,0.294626547234423,0.19522215133615,6.2798432462255e-05,0.379751673025969,0.34701659465966
"Nmur2",0.012896935076303,2.15890380536711,1.67744610936526,0.909583363609671,0.1417522799984,0.195270328455601,0.941692431591058,0.205880419517619,0.347064330232782
"Insyn2b",0.485707357577308,1.45076937591659,1.67595163185195,0.485851775802029,0.22841042996236,0.195469431524666,0.614563984669695,0.307844379274434,0.347380274803689
"Ntrk1",0.414978042091328,1.63881745287256,1.67402095421145,0.519456653390791,0.200493931305974,0.195726999664954,0.64577987835041,0.276226423913676,0.347724118483568
"Ostm1",2.02962473793648,13.8424962508593,1.67433738291829,0.154265139916446,0.000199013597737829,0.195684758282576,0.260015914095474,0.000467572795955347,0.347724118483568
"Adssl1",0.482034476871302,0.387903219193968,1.67404302375131,0.487505557190653,0.53340655748795,0.19572405316409,0.616177042583651,0.613890867300528,0.347724118483568
"Prcp",131.723001755276,67.8945699998707,1.67282422061202,1.88377413053888e-30,1.76750832334434e-16,0.195886853180129,5.17068997011489e-29,8.95974244131916e-16,0.347970130875582
"Sdr16c6",3.73440638421204,64.6746366746815,1.67238797319584,0.053308431634443,9.03325171586053e-16,0.195945162882889,0.108435558824522,4.44212199936743e-15,0.348035728529548
"Sh2d7",1.72844978287419,19.0898087360173,1.67203297140769,0.188615225550702,1.24968155533614e-05,0.195992628133189,0.305020646193386,3.28081720583972e-05,0.348082052168458
"Hddc2",0.529067106843688,5.63460986001308,1.67141347474391,0.467002849850235,0.0176131433621537,0.196075489729475,0.597486135256186,0.0317766719691616,0.34819122259728
"Map3k4",11.7903368657243,2.71209065644795,1.66997473234927,0.000595888008834814,0.0995968883824018,0.196268088971993,0.00194764440156712,0.151282059742474,0.34849522026804
"Akr1c18",1.94007227899955,14.299156915162,1.66974427352748,0.163667084390357,0.000156122003556382,0.196298960247504,0.272588676212201,0.000371357277785654,0.348512017446403
"Tmtc4",10.1267742772479,2.80710935809321,1.66863772107134,0.00146223231244708,0.0938537992558924,0.196447268518463,0.00441982457747467,0.143684940790835,0.348737287564077
"Stag3",0.00401519376740197,0.544199574599205,1.66495199695929,0.949475675623663,0.460701055412311,0.196942204036083,0.967187983785979,0.544933586145352,0.349563336981521
"Kctd12b",5.61049661749925,0.265754473930055,1.66485281813135,0.0178571065108962,0.606196386286796,0.196955542388495,0.0418818620573281,0.681332590774077,0.349563336981521
"Ighg3",2.04018182343677,1.95538939745635,1.66307953324651,0.153197787428873,0.162013681061416,0.19719420655382,0.258643895452572,0.2306969369816,0.349948767997878
"Ctdsp1",1.01087393207163,19.1232646168687,1.66285244353969,0.314698589666014,1.22797473253917e-05,0.197224794749216,0.448684131587752,3.22591102671725e-05,0.349964895250516
"Gpr146",3.59643071857367,0.346652888885249,1.66208593151667,0.0579097156282651,0.55601673924327,0.197328082339169,0.116428869461131,0.635518026160557,0.350110006129785
"Kdm5a",2.81404373587239,36.8265549874765,1.66166553464264,0.093449023740671,1.30075686822082e-09,0.197384757797265,0.173578655646115,4.60069959670366e-09,0.350172392661154
"Dcps",7.284670172039,159.603935132756,1.66107722320875,0.00695696379889685,1.57731635394927e-36,0.1974641025628,0.0181665845115709,1.54105511964179e-35,0.350236809133126
"Cck",0.0750879512949899,76.4139814191259,1.66115576736457,0.784069031912809,2.37239006773414e-18,0.197453507256246,0.856356678799556,1.30722387043022e-17,0.350236809133126
"Tubg2",0.0165063039927568,0.593227059128497,1.66042494655994,0.897772141988173,0.441177700604688,0.197552117950769,0.933144135066507,0.525822372826404,0.350354742197065
"Rtca",10.1600048229511,100.558933291057,1.65970540882072,0.00143611454241702,1.21205174605782e-23,0.197649262625497,0.00434976486917043,8.16241881281885e-23,0.350488838408891
"Ltn1",1.84821746145138,65.3570195740479,1.65858988840501,0.173997190485357,6.39226147422631e-16,0.197799979626215,0.285787312767926,3.16636762069329e-15,0.350717894158595
"Apod",0.690284286055722,0.441503649584693,1.65776791506894,0.4060717999687,0.50640076494174,0.197911121988844,0.539253543941464,0.588175057154039,0.350876738112669
"Dpp9",40.9422216871475,4.7164620274604,1.65629115177274,1.58225839612233e-10,0.0298799909589907,0.198110985242845,1.23404024502555e-09,0.0515317453739661,0.351192823654736
"Aknad1",1.30210069315209,0.269975352121186,1.65563027182371,0.253835510332492,0.603350683028488,0.198200504570643,0.381820589749744,0.678790369619485,0.351313254154019
"Dusp23",1.37382599198922,12.9963277574482,1.65432859371811,0.241161381217197,0.0003124157978521,0.198376961878322,0.367373308570174,0.000717234406437044,0.351549462002553
"Itih1",1.80937781631276,3.34135768287348,1.6543456141603,0.178589187478159,0.0675649957021897,0.198374653374301,0.291944983888922,0.107513484704716,0.351549462002553
"Rbm15",19.809474475998,35.8695419095406,1.65379260518619,8.57483210154123e-06,2.12465233135868e-09,0.198449674806924,3.82181112039394e-05,7.41646279166314e-09,0.351603612199559
"Grik3",5.53553690489381,6.40855650734229,1.65378489526796,0.0186380273408614,0.0113603083336495,0.198450720972989,0.0434850666846996,0.0211424352557526,0.351603612199559
"Fam186b",1.34613291318384,1.95049865183476,1.65319109293118,0.245961028813373,0.162539530834214,0.198531314018191,0.373113482385393,0.231318999903333,0.351708119098181
"Map4k5",13.9884706908125,36.4166453590537,1.6528026500814,0.000184147046227255,1.60491030301612e-09,0.198584055696286,0.00066386743553511,5.64458189330022e-09,0.351763268535037
"Usp24",11.3645017828926,2.82095617935413,1.65246498091447,0.000749196811523102,0.093047417241141,0.198629916826339,0.00240716077796319,0.142611375747086,0.351806219388718
"Decr1",15.637890333752,240.026461485329,1.65172355231338,7.68112480257738e-05,5.23395744970582e-54,0.198730658869039,0.000296199167049401,7.28769250717379e-53,0.351946353433941
"Pnma8b",72.7702451492568,73.8096429133951,1.65114434398202,1.49803435371063e-17,8.85451003367527e-18,0.198809400862751,2.11662371313784e-16,4.76445817580603e-17,0.352047499765338
"Tmem45b",4.20352173978295,1837.11158339369,1.65044485675831,0.0403454952033674,0,0.198904543308271,0.08529726268674,0,0.352177662507204
"Tfap4",4.10406692126819,2.05095128981302,1.64984456512687,0.0427856664999282,0.152117578684311,0.198986236042996,0.0897682770842139,0.218710169441262,0.352283985650624
"Psmb4",18.9539065689378,0.486992925341153,1.64919329958268,1.34189260944427e-05,0.485275119339972,0.199074910287399,5.79363023976775e-05,0.567688882959373,0.352402644344535
"P2rx1",2.13657514050627,1.37852487087218,1.64899432409231,0.143829156208918,0.240358352728976,0.199102011408458,0.245553511182353,0.321524729402493,0.352412292267885
"Synpr",2.19228537948068,3.05245777279462,1.64810263264794,0.138709889098619,0.0806214044523526,0.199223515952255,0.238514775497383,0.125612577799459,0.352589014804268
"Spag16",2.15498205039023,1.39625869025736,1.64735988755881,0.142114602815543,0.237356799621562,0.199324791087092,0.243264211802355,0.318137074064572,0.352729900470167
"Rab15",30.5348412604304,65.907293030832,1.64619490415087,3.29609208507333e-08,4.83681536381283e-16,0.19948376126541,2.01542039326591e-07,2.41203565186218e-15,0.352934476317074
"Ttll12",10.0929378253061,1.09197197692253,1.64620083895848,0.00148932069457933,0.29603991442218,0.199482951041943,0.00449419224057615,0.381251814783592,0.352934476317074
"Sgcg",0.0458881940497899,0.945442225977803,1.64591005425456,0.830380069082338,0.330887018795945,0.199522653687408,0.888398605524728,0.418479910011673,0.352964920559715
"Il7",4.56427167562378,0.212422303983538,1.6451745964098,0.0326505533448323,0.644877486808707,0.199623111750937,0.0710498739029192,0.715763440353585,0.353065890467239
"Ccn6",0.128918747638903,0.0715767302346322,1.64531521244842,0.71955732929194,0.789055886295564,0.199603900055044,0.808264036723026,0.836100346765254,0.353065890467239
"Sel1l",0.538237295442704,72.3721587060683,1.64464299662332,0.463167721590388,1.83229046387013e-17,0.199695761312186,0.593947160927173,9.71788591737183e-17,0.353156009004612
"Pla2g2c",14.2100282126446,0.0245050065345724,1.64422854353472,0.000163690957319156,0.875607453928438,0.199752422900692,0.000597264674351916,0.906113708919396,0.353217836779421
"Fer1l5",0.216223779733845,0.126830776974586,1.64289371353686,0.641934488285517,0.721742450605201,0.199935041411948,0.747141055832918,0.780741462688288,0.353502353797771
"Nvl",0.0988743663144631,18.8378537300669,1.64232769613665,0.753185998206889,1.42602741040034e-05,0.200012537643718,0.833193454724312,3.72874669222271e-05,0.353600963965114
"Ro60",4.00080922610914,2.36873620386815,1.64147855296135,0.045484001159543,0.123793766360097,0.200128864218258,0.0946004455499464,0.183181012276664,0.353729777704484
"Dcaf17",1.59875359458974,1.10093246162463,1.64149464492479,0.206086023069923,0.294066798482076,0.200126658994906,0.326182632974439,0.379226357007427,0.353729777704484
"Ltk",1.43035846912615,95.4453055211459,1.64114203819713,0.231711804455732,1.59506025695213e-22,0.200174986339965,0.356178396555478,1.0323179245491e-21,0.353772883024496
"Bmpr1b",0.680788295830386,0.209523225554879,1.64029699628782,0.409319476168591,0.647143406692699,0.20029086137282,0.542371630869111,0.717837892240498,0.353866727899588
"Rundc3b",0.002518167078409,74.3835021225074,1.64027916452031,0.959978086883146,6.6237890794834e-18,0.200293307374756,0.973737354034833,3.5842890574053e-17,0.353866727899588
"Myo18a",35.1144080185106,3.79273776180129,1.64039054745427,3.12989696471516e-09,0.0514811631429046,0.200278029438009,2.13338914969299e-08,0.0843865954156152,0.353866727899588
"Adamts20",0.00110942099555644,0.130107004693073,1.63994162317641,0.973429133946695,0.718322692855007,0.200339614891008,0.982909802310816,0.778127144389788,0.353910127152261
"Wdr3",20.2904389725882,1.56131741853221,1.6387866861124,6.66875582904798e-06,0.211478471810262,0.20049815666543,3.02444521118456e-05,0.288923542526073,0.354151762999806
"Kcnrg",0.166756169492284,3.59936628797146,1.63809105567596,0.683012748060121,0.0578075476138079,0.200593719159286,0.77967588892451,0.0935600529491847,0.354282114448318
"Aqp8",0.102998756174393,7.53245244289481,1.63762699943604,0.7482616469942,0.00606196976657208,0.200657498831585,0.830176059182037,0.0117703306561486,0.354356309914474
"Thsd1",0.165723259820569,2.55286592987979,1.63692915846238,0.683942793529805,0.110100913906981,0.200753454651734,0.780409172820514,0.165202117963121,0.354487305420511
"Zfp775",0.00061148480126258,31.3994717943152,1.63638152074216,0.980271848622007,2.11177611334772e-08,0.20082879472522,0.987002652481777,6.8870726902346e-08,0.354581873494132
"Il21",0.380611155743345,0.120971276621528,1.63599005885358,0.537279239702483,0.727984952594577,0.200882669620388,0.660720322199857,0.785519688264784,0.354623206098061
"Crtc3",0.388876888245178,0.0130517459823724,1.63589369785979,0.532893287326782,0.909044658273218,0.200895933896587,0.656616505512342,0.932416655284717,0.354623206098061
"Dsg4",1.54742840984388,0.247742422002167,1.63573656991261,0.213521503944588,0.618671474022987,0.200917565069504,0.334986941658415,0.692342081998773,0.354623206098061
"Gdf5",4.28787672032585,4.25037464634437,1.63504231402779,0.0383903628508983,0.0392469999821783,0.201013173273869,0.0816516315332643,0.066117099845779,0.354753488168574
"Cdkl2",0.417614985027751,17.4287579567451,1.63340649869987,0.518132590005521,2.98799908597692e-05,0.201238658259178,0.644766405534658,7.58273481796793e-05,0.35507443257286
"Myl10",1.36683048224824,1.51189241748753,1.6334575962407,0.242362956126997,0.218856524674798,0.201231610343814,0.368617252558319,0.297060547051805,0.35507443257286
"Gprin2",0.0906902614258626,0.504941308379835,1.63224940704782,0.763302752208653,0.477340387458354,0.201398334375053,0.840671148095287,0.560582214044706,0.355317655389415
"Col25a1",1.63129573766331,14.6096738171362,1.63177416344122,0.201530050699305,0.000132399384937243,0.20146396012206,0.32109481550828,0.000316595385430219,0.355394914805112
"Renbp",7.50880196448584,0.722210395593245,1.63115908728404,0.00614206999294284,0.395424019017679,0.201548932505127,0.0162164595742304,0.480609076878043,0.355506282443212
"Lrrtm3",0.123428083952333,1.03686889301906,1.62931600394237,0.725347321773798,0.308555894465945,0.201803805877199,0.812614657341324,0.39465380278345,0.355917276873244
"Fam104a",5.4099369840524,61.8153028470343,1.62895880373322,0.0200265481282125,3.84988611298909e-15,0.201853245667908,0.0461586128409679,1.83982960249922e-14,0.35596590246333
"Ccdc97",11.6588366397517,9.1172763356408,1.62782140249461,0.000639506723944699,0.00253338601023759,0.202010767420893,0.00208060182803275,0.00519082629514568,0.356205098181115
"Npw",0.40028174850506,3.04163044559318,1.62732985637253,0.526946775176594,0.0811607172157728,0.202078887727483,0.65205356998247,0.126283624330478,0.356286617801153
"Apbb2",0.0202070201886777,8.62833143152689,1.62627774454761,0.886961011674006,0.00331130552298155,0.202224784213896,0.92652190906288,0.00667965299263485,0.356505232605825
"Rnf5",2.73025124556804,28.7285437267954,1.6250575826241,0.0984702807914759,8.36474466926075e-08,0.202394139523319,0.18127129161308,2.62240912946079e-07,0.356726519655772
"Ptpn20",2.12597116421745,1.3774619202708,1.62518273291418,0.144827451167917,0.240539723780214,0.20237676130618,0.24689531029118,0.321740905906035,0.356726519655772
"Pi4ka",18.2283116709285,3.874602338838,1.623972400417,1.9631720224661e-05,0.0490276200257388,0.202544900286143,8.3085156031411e-05,0.0808042295624697,0.356953588345339
"Cad",40.474967533471,0.030041703713743,1.6237091357834,2.00925842283729e-10,0.862396363003581,0.202581494692907,1.55145632583124e-09,0.896054014893323,0.356979429372788
"Ifit1bl2",0.103052774104113,6.77673177386816,1.62333145776828,0.748197879310999,0.00923820132997773,0.202634006425051,0.830176059182037,0.0174463630407295,0.357033310519653
"Arfgef2",9.81994075028254,7.86756109094265,1.62298605177555,0.00172732951583385,0.00503495539485942,0.202682045139377,0.00514092933428919,0.00987278267222345,0.357079299570694
"Nkx6-2",2.03563380553753,3.82629919059687,1.62174271893524,0.153656575468298,0.0504599624928747,0.202855077656016,0.259258637804239,0.0828712349406237,0.357345465260495
"Mbd5",17.5660026965294,19.5948667798826,1.62151667183162,2.77997527203747e-05,9.59351080996371e-06,0.202886554931498,0.000114846846454198,2.54446106328466e-05,0.357362239435125
"Slc9a9",12.7569495385199,12.0000116431256,1.62099542162257,0.000355032790566678,0.000532462379811553,0.20295916144943,0.00121583604713945,0.0011934577466528,0.357451446755288
"Dennd10",0.0322281662611813,0.582624446325335,1.62046264495885,0.8575285570984,0.445289177151513,0.203033405147817,0.906716404046424,0.529861242524686,0.357543517861195
"Tbx18",0.244940699906367,1.2033899456906,1.620056899491,0.620662480867738,0.272650646695158,0.203089968202858,0.730320480089942,0.35637473510456,0.357604436654902
"Wdr66",4.890697497844,0.800375671211711,1.6193831931578,0.0270064304027145,0.370985522823924,0.20318392741353,0.0600688258629385,0.457429842815317,0.357731182964848
"Trim10",4.81689771859526,6.31582496299793,1.61882157748024,0.0281867572682347,0.011969727442386,0.203262292910893,0.0623872515712614,0.0221852941903572,0.357830450109303
"Bcl6b",4.26689472062875,2.77826668558243,1.61843412681848,0.0388671978061279,0.0955579989515006,0.203316376906653,0.0825471527518716,0.146005589874549,0.3578869543538
"Tiprl",1.46153483742561,12.6047747415436,1.61765847898769,0.226691976004181,0.000385127413977204,0.203424700052568,0.350021823038124,0.000875152717758892,0.358038910332574
"Zfp383",1.92837374468009,0.136826462279551,1.61717454328042,0.164942865839352,0.71145816446442,0.203492318568782,0.274217854476838,0.771872595013489,0.358119198761386
"Trim26",25.528026773235,34.3285301211638,1.61596643746945,4.3758655299204e-07,4.6851255012587e-09,0.203661238261354,2.33680981727409e-06,1.59907292480578e-08,0.358377727046492
"Mnt",20.5850950145284,14.8874482145061,1.61521932231257,5.71753686846185e-06,0.00011426768430567,0.203765784035585,2.62374817050898e-05,0.000274853716187881,0.358522934466244
"Col4a6",0.185647715740922,13.51914950355,1.61481462333586,0.666565864167424,0.000236396674172829,0.203822441027287,0.767250729867277,0.000551106941494005,0.358583859987153
"Stx6",11.7789047080793,6.38450864424738,1.61438075621166,0.000599557785822366,0.0115152218507131,0.203883202120004,0.0019584591771685,0.0214111567356702,0.358614894902563
"Mill2",1.68335194232714,307.741088322592,1.61437402067541,0.194485837271455,1.10727831728509e-68,0.203884145569105,0.312224674353237,1.98931227046902e-67,0.358614894902563
"Nme7",11.1833145621442,2.83907750250009,1.61356503928932,0.000825988265614048,0.0920034635608485,0.203997497329065,0.00263103933452052,0.141304055140586,0.358736739847147
"Mrrf",0.0180122812693578,0.61842578739621,1.61367989654854,0.89323720283878,0.431636725786751,0.203981399391463,0.930212536827052,0.516523377858473,0.358736739847147
"Socs4",0.0877274393607193,51.606663387112,1.61119777357516,0.767087644152148,6.87860536081516e-13,0.204329617650872,0.84326532895944,2.95963678186594e-12,0.359281968942772
"Commd4",1.40449070980593,0.067314229181586,1.6104600498465,0.235978943358257,0.795289268165719,0.204433248346954,0.361053609890369,0.841234950476567,0.359386541024232
"Apol7e",0.193314865480456,0.292293119729372,1.61051342892233,0.66017384910943,0.588757266913725,0.204425747917391,0.761454771963874,0.665731297919743,0.359386541024232
"Taf3",17.4747861478067,1.73733068059595,1.61029740755768,2.91654560530547e-05,0.187483641238323,0.204456103628843,0.000119940911615859,0.260915802704872,0.359387904834414
"Aasdhppt",10.782423834956,0.122859886490472,1.60985803573966,0.00102541087567622,0.725954700992651,0.2045178613495,0.00319927407003678,0.783927167620174,0.359457642715238
"Ccl12",0.00076628766364655,1.0033259241098,1.60857750574588,0.97791597292002,0.316512075667148,0.204697977054911,0.985423035424947,0.403188959231215,0.359735367363722
"Stom",0.204695333748374,4.28039093908311,1.60770349466434,0.650959333443714,0.0385597763306572,0.204821020389407,0.754179917018373,0.0650941173339668,0.359912744130237
"Unc93a2",2.15154408567315,5.07206307295274,1.60730564044157,0.142433085947672,0.0243188920555205,0.20487705922361,0.243604427862798,0.0427425338503086,0.359972354596578
"Shcbp1",0.616677497789206,39.524786896427,1.60703295240601,0.4322884789902,3.26676723606825e-10,0.20491547851041,0.565033290975949,1.20192518764654e-09,0.360000997702529
"Hmmr",7.3821099204326,16.6106814590789,1.60424140421521,0.00658992586420918,4.59650015677063e-05,0.205309271753986,0.0173006811760859,0.000114715168739276,0.360653897727135
"Krt84",6.0448031550206,0.0137346756399205,1.60231124783938,0.0139507635382634,0.906705989602395,0.205582073865948,0.0336359914253167,0.93042828097076,0.361094142259203
"Snap29",30.1722830523085,35.1871730060866,1.60201769534261,3.97303687140245e-08,3.01518630202895e-09,0.205623601102271,2.40316317933176e-07,1.043328814586e-08,0.361128113416235
"Pbrm1",3.50530482411533,0.00805511971159698,1.60144551260403,0.0611786127312638,0.92848600008442,0.205704573067036,0.122064755997399,0.946749772810506,0.361231344892885
"Nkpd1",0.50595878219711,162.369565901901,1.60090122554217,0.476896949112472,3.94173628555887e-37,0.205781632329277,0.60653947878463,3.92894314268474e-36,0.361247586099667
"Zdhhc17",3.87394251992086,40.6833542644935,1.60100097055276,0.0490468937761611,1.80616785897003e-10,0.205767508045872,0.101042436399769,6.77084160305279e-10,0.361247586099667
"Naa50",0.909846852557093,52.8743812455772,1.60086497279309,0.340159820499644,3.60941217165114e-13,0.205786766143823,0.475913821409035,1.57973653987538e-12,0.361247586099667
"Slc22a16",3.61570606944366,1.888630391809,1.60075319131559,0.0572423538570557,0.169362844544819,0.20580259666414,0.115285052429015,0.239297505096277,0.361247586099667
"Pdpr",10.8134757771505,3.53932563557017,1.59971883392901,0.00100835793425872,0.0599358195852174,0.205949150830399,0.00315271649941013,0.0966586084799945,0.361465853791936
"P3h4",29.3829175337019,131.372946947595,1.59894094331786,5.96821864605423e-08,2.24597033421651e-30,0.206059448369936,3.54154921260754e-07,1.8315460485993e-29,0.361620446481665
"Prl2a1",0.0110747138030828,0.416388427947471,1.59796592458395,0.916188611694994,0.518747730866297,0.206197795326601,0.946604166088575,0.600331092450104,0.361824225369888
"Afap1",2.65246550617688,5.13982838676835,1.59470044913787,0.103395938390772,0.0233873509474562,0.206661938370855,0.188758918191503,0.0412656814495116,0.362599587243981
"Pfkm",14.3699058029265,56.5481161166003,1.59399676883522,0.000150365557375888,5.57848622552073e-14,0.206762118532593,0.000553107384724818,2.53705002215146e-13,0.362736258175793
"Tnfrsf13c",0.0287373710504953,1.845356501057,1.5936661006183,0.865387560569515,0.174330759762046,0.206809214262563,0.911237761896106,0.245183929272011,0.362749318539581
"Krt1",0.321590445065213,0.41287887133708,1.59363155602216,0.570656039923189,0.520514952711984,0.206814135040076,0.689114056074615,0.601880592580094,0.362749318539581
"Timd4",4.47146802606014,3.10689812842253,1.5926700221457,0.0344704657926529,0.077967615583246,0.206951158280146,0.0744329758167964,0.122028977781915,0.362939113898009
"Smtnl2",10.0558343692073,48.1402141423436,1.59255933702289,0.00151960920069222,4.0177783618877e-12,0.20696693833024,0.0045754123121841,1.66151876007231e-11,0.362939113898009
"Adcy5",17.1297707491051,12.4904386743508,1.5917821488067,3.49697857907598e-05,0.000409421410367684,0.207077779800713,0.000141839821409469,0.000928025664469404,0.363094368395584
"Adh4",1.43850617877224,7.17988418286795,1.59092242010707,0.230387098007693,0.00737504015000954,0.207200474803782,0.354577420033209,0.0141394026527332,0.363270371432697
"Alox5",2.38733172812794,12.6762551020735,1.59072669211356,0.122328793988174,0.000370683392876718,0.207228419860823,0.216053144503636,0.00084315449774376,0.363280235872333
"Ssc4d",3.70145352488506,1.26543657921737,1.5899752565331,0.054370946566323,0.260630102313562,0.207335747433848,0.110376140840614,0.344117145956996,0.363429244128876
"Rgsl1",3.76928363857125,8.99043417464568e-05,1.58846945756287,0.0522077816634766,0.992434778584122,0.207551018571488,0.106609717994782,0.994291916725544,0.363532543773605
"Pdlim5",73.003874435669,197.496669172831,1.58873110832783,1.3310336153893e-17,9.00077435306229e-45,0.207513593651553,1.88721551896269e-16,1.06860396896276e-43,0.363532543773605
"Fat2",76.3478050141721,71.5128345161184,1.58937112783562,2.45310809782991e-18,2.83034642262526e-17,0.207422082804535,3.63323389521178e-17,1.48563523769982e-16,0.363532543773605
"Med13",9.35566383483347,86.5668611466806,1.58898262580428,0.00222418857220592,1.40542327502244e-20,0.207477625654643,0.00647988498116983,8.46634887029614e-20,0.363532543773605
"Psca",0.36344065925342,0.748361826100247,1.58868232847476,0.546604387984505,0.386999670317553,0.207520570217403,0.668500986041309,0.472628573961496,0.363532543773605
"Bex6",1.55651902173482,0.630510877539518,1.58855218947226,0.21218166773941,0.427171875876459,0.207539184244304,0.333270385582783,0.511970887537083,0.363532543773605
"Tbc1d23",6.44440995305537,33.2596492579782,1.58917913062714,0.0111333057563646,8.11280446459545e-09,0.207449529813237,0.0275614932009652,2.72384732405569e-08,0.363532543773605
"Hhipl2",0.415817877872049,0.188466737766093,1.58690607473736,0.519034309620356,0.664197748958089,0.207774801607545,0.64548133484323,0.731966605266812,0.363869306269126
"Ltbp1",4.05664367187377,5.03616817392937,1.58681396274288,0.0440033888586845,0.0248278409245501,0.207787995439671,0.0919961711022254,0.0435430197962398,0.363869306269126
"Vwf",2.29433585847453,0.024276974162363,1.58641627061311,0.129853271655938,0.876182886276058,0.207844970981119,0.226322058329982,0.906478665220581,0.363929926060637
"Pclo",2.30718988708047,37.5977461370382,1.58599524364812,0.128783206512753,8.76153957945608e-10,0.20790530972981,0.224818130888897,3.1391498951091e-09,0.363996421046802
"Dennd4b",0.385800331564499,2.94541235220482,1.58445825726417,0.534518153347072,0.0861281160194009,0.208125756171494,0.658211184847144,0.133121958451029,0.364343184900346
"Vhl",0.133258124462206,0.157191608201069,1.58305204770836,0.715079132105045,0.691757155502937,0.208327687795097,0.804878157338623,0.755331805200329,0.364618255294709
"ENSMUSG00000086965",0.455942583966379,0.159133337829819,1.58318417256915,0.499529568007693,0.68995744796101,0.208308704810445,0.626896127869022,0.753568904278424,0.364618255294709
"Mdh1b",1.84023061360916,0.185611597047058,1.58283684738512,0.174930248062689,0.666596343570419,0.208358610993376,0.287001274842898,0.734063235525046,0.364633169674141
"Gys2",6.44624484055593,0.979054188158912,1.58255013683447,0.011121814328277,0.322437370233075,0.208399818286167,0.0275456134846872,0.409480617561346,0.364666076353895
"Cd59a",23.1553687658645,8.25572209403281,1.58154261918555,1.49874995214558e-06,0.00406414132054535,0.20854469961013,7.42170762734215e-06,0.00809100150128629,0.364841151714755
"Myh10",0.268168904187512,3.0364003871144,1.58168086969421,0.604565107011647,0.0814226207937026,0.208524812095648,0.71655910921347,0.126642713679799,0.364841151714755
"Albfm1",0.282472822202127,0.0954507185983522,1.58120002523893,0.595087442430448,0.757360132930523,0.208593991863852,0.709295725310981,0.809425534058445,0.364875595986562
"Macrod1",1.53718271835705,9.70273080612525,1.58109419558507,0.215043650931363,0.0018410182096851,0.208609221370704,0.336563990981711,0.00384330555329541,0.364875595986562
"Serinc4",0.0127933144997347,0.665391275105065,1.57936665767311,0.90994577030555,0.414667062256494,0.208858010317207,0.941938017060601,0.499743504542348,0.365210833425805
"Chrnb2",0.0033357311617505,2.67886364879719,1.57929597293038,0.953943393072689,0.101694768984844,0.208868197355828,0.969731239635533,0.15418086389403,0.365210833425805
"Elk3",25.0615172093279,13.101952298202,1.57955234263029,5.57246819434359e-07,0.000295288871825808,0.208831252324267,2.9315793406377e-06,0.00068031379571248,0.365210833425805
"Frs3",1.40901344967608,15.2060603257558,1.57908531701386,0.235226061541478,9.65235914280917e-05,0.208898560435616,0.360139862793276,0.000233936047896821,0.365224690462999
"Cilp2",2.0170279917381,2.61239675084875,1.57884610698579,0.155549762500881,0.106037919263236,0.208933045521856,0.261774553786894,0.160005489185843,0.365245750398374
"Homez",15.8750355370347,2.37725731549601,1.57744602922472,6.77644250492314e-05,0.123120063220629,0.209135019236815,0.00026356070406842,0.18225038823592,0.365559569170709
"Npas1",0.200780990709045,0.697814793122726,1.57723479616152,0.654093195782384,0.403523054743401,0.209165511551326,0.756639538607765,0.488664888182304,0.365573610170829
"Mboat7",1.87276014317579,20.2265490941187,1.57637930813539,0.171165643771079,6.89512130985761e-06,0.20928905840633,0.282218717956023,1.8504845764312e-05,0.365750268808228
